shipment_id,shipment_date,clearance_date,exporter_business_unit,consignee_name,consignee_address,schedule_b_code,eccn,bom_origin_country,bom_tooling_origin,item_quantity,unit_value_usd,license_type,license_obtained,port_of_exit,clearance_hours,pga_required,pga_obtained,trusted_trader_status,total_value_usd,consignee_country,shipment_month,shipment_year,shipment_quarter,shipment_day_of_week,address_red_flag
EXP-101103,2025-07-21,2025-07-21 23:00:00,US-ConsumerElectronics,AL-KHOBAR DISTRIBUTORS,"789 Haidian District, Beijing, CN",8708.29.5060,9A004,DE,DE,298,4661.8,LICENSE,Y,HOUSTON,23,Y,Y,N,1389216.4,CN,2025-07,2025,3,0,False
EXP-101104,2025-12-10,2025-12-12 06:00:00,US-AerospaceParts,POLY TECHNOLOGIES,"123 Corporate Blvd, Dublin, IE",8542.31.0000,9A004,CN,DE,299,2256.01,LICENSE,Y,LOS ANGELES,54,N,Y,N,674546.9900000001,IE,2025-12,2025,4,2,False
EXP-101105,2025-11-19,2025-11-21 13:00:00,US-MedicalDevices,POLY TECHNOLOGIES,"234 Innovation Drive, Bangalore, IN",3004.90.9203,5A001,KR,US,282,1356.79,NLR,Y,MIAMI,61,N,Y,N,382614.78,IN,2025-11,2025,4,2,False
EXP-101106,2026-03-24,2026-03-26 02:00:00,US-ConsumerElectronics,GLOBAL LOGISTICS LTD,"234 Innovation Drive, Bangalore, IN",8517.62.0010,5A002,IE,DE,451,2387.5,LICENSE,Y,LOS ANGELES,50,N,Y,N,1076762.5,IN,2026-03,2026,1,1,False
EXP-101107,2025-12-10,2025-12-12 20:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"321 Avenue de la Gare, Brussels, BE",8471.30.0100,EAR99,US,US,472,1450.06,LICENSE,Y,HOUSTON,68,N,N,N,684428.32,BE,2025-12,2025,4,2,False
EXP-101108,2025-08-22,2025-08-23 10:00:00,US-IndustrialEquipment,ASIA TECH IMPORTS,"123 Corporate Blvd, Dublin, IE",9022.14.0000,EAR99,IE,US,410,3843.62,LICENSE,N,NEWARK,34,Y,Y,N,1575884.2,IE,2025-08,2025,3,4,False
EXP-101109,2026-05-26,2026-05-27 20:00:00,US-MedicalDevices,ATLANTIC DISTRIBUTORS,"789 Haidian District, Beijing, CN",8542.31.0000,9A004,CN,TW,392,4254.52,NLR,Y,LOS ANGELES,44,N,Y,Y,1667771.84,CN,2026-05,2026,2,1,False
EXP-101110,2026-06-03,2026-06-04 03:00:00,US-Pharmaceuticals,ASIA TECH IMPORTS,"234 Innovation Drive, Bangalore, IN",8542.31.0000,9A004,US,US,175,3915.46,LICENSE,Y,LOS ANGELES,27,N,Y,N,685205.5,IN,2026-06,2026,2,2,False
EXP-101111,2025-12-26,2025-12-28 13:00:00,US-IndustrialEquipment,PACIFIC TRADING GROUP,"890 Technology Hub, Taipei, TW",8803.30.0030,EAR99,KR,US,165,753.74,NLR,Y,NEWARK,61,Y,Y,N,124367.1,TW,2025-12,2025,4,4,False
EXP-101112,2025-11-13,2025-11-17 06:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"678 Commerce Street, Mexico City, MX",8542.31.0000,EAR99,JP,US,456,1686.93,EXCEPTION,N,NEWARK,102,N,Y,Y,769240.0800000001,MX,2025-11,2025,4,3,False
EXP-101113,2025-10-09,2025-10-09 22:00:00,US-IndustrialEquipment,EURO MEDICAL SOLUTIONS,"321 Avenue de la Gare, Brussels, BE",9018.90.7500,5A001,US,DE,82,1077.72,NLR,Y,HOUSTON,22,N,Y,N,88373.04000000001,BE,2025-10,2025,4,3,False
EXP-101114,2025-10-29,2025-10-31 18:00:00,US-MedicalDevices,POLY TECHNOLOGIES,"456 Industrial Zone, Riyadh, SA",8542.31.0000,EAR99,TW,US,146,223.57,LICENSE,N,MIAMI,66,N,Y,Y,32641.22,SA,2025-10,2025,4,2,False
EXP-101115,2026-03-06,2026-03-07 20:00:00,US-Pharmaceuticals,ASIA TECH IMPORTS,"456 Industrial Zone, Riyadh, SA",8517.62.0010,EAR99,US,DE,204,3698.49,NLR,Y,SEATTLE,44,N,Y,N,754491.96,SA,2026-03,2026,1,4,False
EXP-101116,2026-04-24,2026-04-26 11:00:00,US-ConsumerElectronics,ATLANTIC DISTRIBUTORS,"456 Industrial Zone, Riyadh, SA",8542.31.0000,9A004,DE,US,164,2147.51,LICENSE,N,HOUSTON,59,N,Y,Y,352191.64,SA,2026-04,2026,2,4,False
EXP-101117,2026-04-14,2026-04-15 21:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"890 Technology Hub, Taipei, TW",9018.90.7500,5A001,JP,US,104,1390.35,LICENSE,Y,LOS ANGELES,45,N,Y,N,144596.4,TW,2026-04,2026,2,1,False
EXP-101118,2026-05-01,2026-05-02 08:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"678 Commerce Street, Mexico City, MX",3004.90.9203,9A004,US,US,130,1544.56,LICENSE,Y,HOUSTON,32,N,Y,Y,200792.8,MX,2026-05,2026,2,4,False
EXP-101119,2026-04-15,2026-04-17 01:00:00,US-MedicalDevices,AL-KHOBAR DISTRIBUTORS,"234 Innovation Drive, Bangalore, IN",3004.90.9203,EAR99,SG,DE,84,683.73,NLR,Y,HOUSTON,49,N,N,N,57433.32,IN,2026-04,2026,2,2,False
EXP-101120,2025-09-13,2025-09-14 04:00:00,US-Pharmaceuticals,ASIA TECH IMPORTS,"789 Haidian District, Beijing, CN",9030.90.0000,EAR99,CN,US,120,4135.54,EXCEPTION,Y,NEWARK,28,N,Y,N,496264.8,CN,2025-09,2025,3,5,False
EXP-101121,2025-12-01,2025-12-03 12:00:00,US-MedicalDevices,POLY TECHNOLOGIES,"456 Industrial Zone, Riyadh, SA",8471.30.0100,5A002,US,TW,259,728.18,NLR,N,MIAMI,60,N,N,N,188598.62,SA,2025-12,2025,4,0,False
EXP-101122,2025-07-17,2025-07-18 21:00:00,US-AerospaceParts,ASIA TECH IMPORTS,"123 Corporate Blvd, Dublin, IE",8471.30.0100,5A002,KR,DE,104,1698.2,EXCEPTION,Y,SEATTLE,45,N,Y,N,176612.80000000002,IE,2025-07,2025,3,3,False
EXP-101123,2026-03-17,2026-03-19 14:00:00,US-ConsumerElectronics,PACIFIC TRADING GROUP,"456 Industrial Zone, Riyadh, SA",8471.30.0100,EAR99,SG,JP,364,46.87,LICENSE,Y,MIAMI,62,N,N,N,17060.68,SA,2026-03,2026,1,1,False
EXP-101124,2026-06-01,2026-06-03 04:00:00,US-Pharmaceuticals,ATLANTIC DISTRIBUTORS,"234 Innovation Drive, Bangalore, IN",8542.31.0000,5A001,JP,JP,34,2187.69,NLR,Y,HOUSTON,52,N,Y,N,74381.46,IN,2026-06,2026,2,0,False
EXP-101125,2026-07-01,2026-07-01 14:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"567 Business Park, Singapore, SG",3004.90.9203,9A004,US,DE,382,1780.45,LICENSE,Y,NEWARK,14,N,Y,N,680131.9,SG,2026-07,2026,3,2,False
EXP-101126,2025-08-13,2025-08-16 10:00:00,US-ConsumerElectronics,MED-SUPPLY-EU,"890 Technology Hub, Taipei, TW",8542.31.0000,EAR99,KR,IL,369,3598.32,LICENSE,Y,NEWARK,82,N,Y,N,1327780.08,TW,2025-08,2025,3,2,False
EXP-101127,2025-11-17,2025-11-18 09:00:00,US-ConsumerElectronics,ATLANTIC DISTRIBUTORS,"567 Business Park, Singapore, SG",8803.30.0030,EAR99,US,US,366,3579.42,LICENSE,Y,NEW YORK,33,N,Y,Y,1310067.72,SG,2025-11,2025,4,0,False
EXP-101128,2026-01-22,2026-01-22 21:00:00,US-IndustrialEquipment,ASIA TECH IMPORTS,"456 Industrial Zone, Riyadh, SA",9030.90.0000,EAR99,CN,US,174,202.77,NLR,Y,LOS ANGELES,21,N,Y,N,35281.98,SA,2026-01,2026,1,3,False
EXP-101129,2025-07-29,2025-07-29 16:00:00,US-MedicalDevices,AL-KHOBAR DISTRIBUTORS,"678 Commerce Street, Mexico City, MX",3004.90.9203,5A002,CN,US,446,588.16,EXCEPTION,Y,CHICAGO O'HARE,16,Y,Y,Y,262319.36,MX,2025-07,2025,3,1,False
EXP-101130,2026-05-05,2026-05-07 04:00:00,US-MedicalDevices,AL-KHOBAR DISTRIBUTORS,"234 Innovation Drive, Bangalore, IN",8471.30.0100,EAR99,IE,KR,326,4524.08,LICENSE,Y,LOS ANGELES,52,N,Y,Y,1474850.08,IN,2026-05,2026,2,1,False
EXP-101131,2026-06-17,2026-06-18 18:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"456 Industrial Zone, Riyadh, SA",9022.14.0000,5A002,CN,KR,232,3961.07,NLR,N,SEATTLE,42,N,N,Y,918968.24,SA,2026-06,2026,2,2,False
EXP-101132,2026-05-04,2026-05-05 11:00:00,US-IndustrialEquipment,NORTH STAR SUPPLY,"567 Business Park, Singapore, SG",8542.31.0000,5A002,TW,KR,185,1953.53,LICENSE,Y,NEW YORK,35,N,Y,N,361403.05,SG,2026-05,2026,2,0,False
EXP-101133,2026-07-04,2026-07-06 09:00:00,US-MedicalDevices,AL-KHOBAR DISTRIBUTORS,"234 Innovation Drive, Bangalore, IN",8517.62.0010,5A001,CN,DE,394,840.21,NLR,Y,LOS ANGELES,57,Y,Y,Y,331042.74,IN,2026-07,2026,3,5,False
EXP-101134,2026-02-09,2026-02-09 22:00:00,US-AerospaceParts,POLY TECHNOLOGIES,"890 Technology Hub, Taipei, TW",9022.14.0000,EAR99,JP,KR,344,1311.3,NLR,Y,LOS ANGELES,22,N,Y,Y,451087.2,TW,2026-02,2026,1,0,False
EXP-101135,2025-11-24,2025-11-26 14:00:00,US-MedicalDevices,AL-KHOBAR DISTRIBUTORS,"890 Technology Hub, Taipei, TW",8517.62.0010,5A002,IE,US,18,3293.55,NLR,Y,CHICAGO O'HARE,62,N,Y,Y,59283.9,TW,2025-11,2025,4,0,False
EXP-101136,2025-10-18,2025-10-22 17:00:00,US-IndustrialEquipment,MED-SUPPLY-EU,"456 Industrial Zone, Riyadh, SA",8803.30.0030,3A001,SG,JP,417,4728.01,EXCEPTION,Y,NEWARK,113,Y,Y,N,1971580.17,SA,2025-10,2025,4,5,False
EXP-101137,2026-02-01,2026-02-03 11:00:00,US-Pharmaceuticals,GLOBAL LOGISTICS LTD,"890 Technology Hub, Taipei, TW",8471.30.0100,5A002,US,IL,231,3082.53,NLR,N,NEWARK,59,N,Y,N,712064.43,TW,2026-02,2026,1,6,False
EXP-101138,2025-10-25,2025-10-26 01:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"321 Avenue de la Gare, Brussels, BE",8542.31.0000,9A004,KR,TW,135,141.96,LICENSE,Y,MIAMI,25,N,Y,N,19164.6,BE,2025-10,2025,4,5,False
EXP-101139,2025-10-18,2025-10-20 09:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"234 Innovation Drive, Bangalore, IN",8542.31.0000,5A002,DE,US,45,3257.08,NLR,Y,MIAMI,57,N,Y,N,146568.6,IN,2025-10,2025,4,5,False
EXP-101140,2026-05-18,2026-05-18 15:00:00,US-MedicalDevices,ATLANTIC DISTRIBUTORS,"678 Commerce Street, Mexico City, MX",8517.62.0010,9A004,DE,TW,112,4724.31,NLR,Y,HOUSTON,15,N,Y,N,529122.7200000001,MX,2026-05,2026,2,0,False
EXP-101141,2025-12-24,2025-12-24 19:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"234 Innovation Drive, Bangalore, IN",8542.31.0000,EAR99,US,US,492,1799.62,NLR,Y,SEATTLE,19,N,Y,Y,885413.0399999999,IN,2025-12,2025,4,2,False
EXP-101142,2026-06-27,2026-06-27 18:00:00,US-ConsumerElectronics,MED-SUPPLY-EU,"890 Technology Hub, Taipei, TW",8803.30.0030,5A002,CN,US,413,4668.44,EXCEPTION,Y,HOUSTON,18,N,Y,Y,1928065.72,TW,2026-06,2026,2,5,False
EXP-101143,2026-05-26,2026-05-27 22:00:00,US-AerospaceParts,EURO MEDICAL SOLUTIONS,"234 Innovation Drive, Bangalore, IN",9018.90.7500,5A002,KR,TW,83,3356.39,NLR,Y,HOUSTON,46,N,Y,Y,278580.37,IN,2026-05,2026,2,1,False
EXP-101144,2025-11-16,2025-11-18 18:00:00,US-ConsumerElectronics,MED-SUPPLY-EU,"567 Business Park, Singapore, SG",9018.90.7500,9A004,IE,US,422,957.28,NLR,Y,MIAMI,66,Y,Y,N,403972.16,SG,2025-11,2025,4,6,False
EXP-101145,2026-04-25,2026-04-28 18:00:00,US-Pharmaceuticals,MIDDLE EAST TRADING CO,"789 Haidian District, Beijing, CN",8517.62.0010,EAR99,MX,US,39,735.07,NLR,Y,MIAMI,90,N,Y,Y,28667.730000000003,CN,2026-04,2026,2,5,False
EXP-101146,2026-05-30,2026-05-31 09:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"567 Business Park, Singapore, SG",8471.30.0100,EAR99,IE,JP,254,889.73,NLR,Y,LOS ANGELES,33,N,Y,Y,225991.42,SG,2026-05,2026,2,5,False
EXP-101147,2025-11-10,2025-11-11 09:00:00,US-AerospaceParts,EURO MEDICAL SOLUTIONS,"123 Corporate Blvd, Dublin, IE",8517.62.0010,5A002,IE,JP,409,3499.13,EXCEPTION,Y,NEWARK,33,N,Y,Y,1431144.1700000002,IE,2025-11,2025,4,0,False
EXP-101148,2025-10-20,2025-10-24 08:00:00,US-ConsumerElectronics,PACIFIC TRADING GROUP,"321 Avenue de la Gare, Brussels, BE",8708.29.5060,EAR99,US,US,145,2951.71,EXCEPTION,Y,MIAMI,104,N,Y,N,427997.95,BE,2025-10,2025,4,0,False
EXP-101149,2025-10-06,2025-10-08 06:00:00,US-ConsumerElectronics,AL-KHOBAR DISTRIBUTORS,"789 Haidian District, Beijing, CN",8542.31.0000,5A002,US,US,317,2283.16,NLR,Y,CHICAGO O'HARE,54,N,Y,N,723761.72,CN,2025-10,2025,4,0,False
EXP-101150,2026-04-19,2026-04-20 13:00:00,US-ConsumerElectronics,ATLANTIC DISTRIBUTORS,"456 Industrial Zone, Riyadh, SA",8542.31.0000,9A004,JP,KR,51,1324.14,NLR,N,LOS ANGELES,37,Y,Y,N,67531.14,SA,2026-04,2026,2,6,False
EXP-101151,2025-08-26,2025-08-28 14:00:00,US-ConsumerElectronics,NORTH STAR SUPPLY,"234 Innovation Drive, Bangalore, IN",9018.90.7500,9A004,CN,US,293,4537.08,LICENSE,Y,NEW YORK,62,Y,Y,Y,1329364.44,IN,2025-08,2025,3,1,False
EXP-101152,2025-08-04,2025-08-05 23:00:00,US-ConsumerElectronics,NORTH STAR SUPPLY,"678 Commerce Street, Mexico City, MX",9022.14.0000,EAR99,KR,JP,67,1076.58,NLR,Y,CHICAGO O'HARE,47,N,Y,Y,72130.86,MX,2025-08,2025,3,0,False
EXP-101153,2026-04-28,2026-04-29 16:00:00,US-IndustrialEquipment,ATLANTIC DISTRIBUTORS,"123 Corporate Blvd, Dublin, IE",8517.62.0010,EAR99,IE,IL,24,1425.2,EXCEPTION,Y,CHICAGO O'HARE,40,N,Y,N,34204.8,IE,2026-04,2026,2,1,False
EXP-101154,2026-04-29,2026-05-01 14:00:00,US-Pharmaceuticals,MED-SUPPLY-EU,"123 Corporate Blvd, Dublin, IE",8471.30.0100,5A002,US,DE,122,284.04,NLR,Y,NEWARK,62,Y,Y,Y,34652.880000000005,IE,2026-04,2026,2,2,False
EXP-101155,2026-02-05,2026-02-06 18:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"678 Commerce Street, Mexico City, MX",9018.90.7500,5A002,CN,US,466,1383.87,LICENSE,N,CHICAGO O'HARE,42,N,Y,N,644883.4199999999,MX,2026-02,2026,1,3,False
EXP-101156,2026-03-30,2026-03-31 09:00:00,US-MedicalDevices,EURO MEDICAL SOLUTIONS,"321 Avenue de la Gare, Brussels, BE",8517.62.0010,3A001,US,DE,49,4615.26,NLR,Y,CHICAGO O'HARE,33,Y,Y,N,226147.74,BE,2026-03,2026,1,0,False
EXP-101157,2026-03-20,2026-03-22 20:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"789 Haidian District, Beijing, CN",3004.90.9203,3A001,JP,JP,474,946.14,EXCEPTION,Y,SEATTLE,68,N,Y,Y,448470.36,CN,2026-03,2026,1,4,False
EXP-101158,2026-05-04,2026-05-06 16:00:00,US-ConsumerElectronics,GLOBAL LOGISTICS LTD,"123 Corporate Blvd, Dublin, IE",8471.30.0100,5A002,SG,TW,149,1027.77,NLR,Y,CHICAGO O'HARE,64,N,Y,N,153137.73,IE,2026-05,2026,2,0,False
EXP-101159,2025-10-15,2025-10-15 19:00:00,US-MedicalDevices,POLY TECHNOLOGIES,"678 Commerce Street, Mexico City, MX",8471.30.0100,EAR99,JP,JP,459,3003.89,NLR,Y,CHICAGO O'HARE,19,Y,Y,Y,1378785.51,MX,2025-10,2025,4,2,False
EXP-101160,2026-06-17,2026-06-18 08:00:00,US-IndustrialEquipment,MIDDLE EAST TRADING CO,"789 Haidian District, Beijing, CN",9022.14.0000,3A001,CN,US,185,2839.1,LICENSE,Y,LOS ANGELES,32,Y,Y,N,525233.5,CN,2026-06,2026,2,2,False
EXP-101161,2025-10-24,2025-10-25 02:00:00,US-Pharmaceuticals,NORTH STAR SUPPLY,"789 Haidian District, Beijing, CN",8803.30.0030,EAR99,KR,US,250,888.03,NLR,Y,LOS ANGELES,26,N,Y,Y,222007.5,CN,2025-10,2025,4,4,False
EXP-101162,2026-01-04,2026-01-06 11:00:00,US-Pharmaceuticals,AL-KHOBAR DISTRIBUTORS,"890 Technology Hub, Taipei, TW",8471.30.0100,EAR99,TW,DE,425,779.78,NLR,Y,NEWARK,59,N,Y,N,331406.5,TW,2026-01,2026,1,6,False
EXP-101163,2026-05-15,2026-05-17 17:00:00,US-MedicalDevices,POLY TECHNOLOGIES,"123 Corporate Blvd, Dublin, IE",8542.31.0000,3A001,CN,TW,145,593.72,NLR,Y,NEW YORK,65,N,Y,Y,86089.40000000001,IE,2026-05,2026,2,4,False
EXP-101164,2025-07-07,2025-07-11 16:00:00,US-IndustrialEquipment,MED-SUPPLY-EU,"789 Haidian District, Beijing, CN",8517.62.0010,5A002,KR,JP,243,4306.82,EXCEPTION,N,NEWARK,112,N,Y,N,1046557.26,CN,2025-07,2025,3,0,False
EXP-101165,2026-05-21,2026-05-21 15:00:00,US-IndustrialEquipment,ASIA TECH IMPORTS,"321 Avenue de la Gare, Brussels, BE",9030.90.0000,EAR99,KR,US,365,3275.63,NLR,Y,SEATTLE,15,N,Y,Y,1195604.95,BE,2026-05,2026,2,3,False
EXP-101166,2025-08-30,2025-09-01 05:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"123 Corporate Blvd, Dublin, IE",9030.90.0000,EAR99,MX,TW,358,4767.69,NLR,Y,CHICAGO O'HARE,53,N,Y,N,1706833.0199999998,IE,2025-08,2025,3,5,False
EXP-101167,2025-12-02,2025-12-04 21:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"321 Avenue de la Gare, Brussels, BE",9022.14.0000,EAR99,KR,JP,149,837.51,EXCEPTION,Y,HOUSTON,69,N,Y,N,124788.99,BE,2025-12,2025,4,1,False
EXP-101168,2026-05-11,2026-05-11 16:00:00,US-IndustrialEquipment,NORTH STAR SUPPLY,"321 Avenue de la Gare, Brussels, BE",8542.31.0000,EAR99,MX,KR,68,2308.41,EXCEPTION,Y,CHICAGO O'HARE,16,N,Y,Y,156971.88,BE,2026-05,2026,2,0,False
EXP-101169,2025-11-20,2025-11-21 23:00:00,US-ConsumerElectronics,NORTH STAR SUPPLY,"789 Haidian District, Beijing, CN",8471.30.0100,5A002,MX,DE,224,3717.8,LICENSE,Y,CHICAGO O'HARE,47,N,Y,Y,832787.2000000001,CN,2025-11,2025,4,3,False
EXP-101170,2026-01-24,2026-01-24 13:00:00,US-ConsumerElectronics,AL-KHOBAR DISTRIBUTORS,"789 Haidian District, Beijing, CN",8542.31.0000,EAR99,DE,DE,210,1075.61,LICENSE,Y,SEATTLE,13,N,Y,N,225878.1,CN,2026-01,2026,1,5,False
EXP-101171,2026-05-15,2026-05-17 13:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"890 Technology Hub, Taipei, TW",3004.90.9203,3A001,CN,DE,192,3426.54,EXCEPTION,Y,NEWARK,61,Y,Y,Y,657895.6799999999,TW,2026-05,2026,2,4,False
EXP-101172,2025-10-31,2025-10-31 19:00:00,US-AerospaceParts,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",8803.30.0030,3A001,MX,TW,300,2374.28,NLR,Y,MIAMI,19,N,Y,N,712284.0000000001,MX,2025-10,2025,4,4,False
EXP-101173,2025-12-07,2025-12-09 10:00:00,US-MedicalDevices,PACIFIC TRADING GROUP,"234 Innovation Drive, Bangalore, IN",8708.29.5060,5A002,US,TW,124,2159.84,LICENSE,N,NEW YORK,58,Y,Y,N,267820.16000000003,IN,2025-12,2025,4,6,False
EXP-101174,2026-04-23,2026-04-25 14:00:00,US-Pharmaceuticals,ATLANTIC DISTRIBUTORS,"890 Technology Hub, Taipei, TW",8803.30.0030,5A001,JP,TW,284,3228.54,NLR,Y,NEWARK,62,N,Y,N,916905.36,TW,2026-04,2026,2,3,False
EXP-101175,2025-09-07,2025-09-08 00:00:00,US-AerospaceParts,AL-KHOBAR DISTRIBUTORS,"123 Corporate Blvd, Dublin, IE",8471.30.0100,5A001,US,US,292,2343.8,NLR,N,LOS ANGELES,24,N,Y,Y,684389.6000000001,IE,2025-09,2025,3,6,False
EXP-101176,2026-03-07,2026-03-10 00:00:00,US-AerospaceParts,NORTH STAR SUPPLY,"890 Technology Hub, Taipei, TW",8542.31.0000,5A001,CN,JP,421,4101.86,NLR,Y,NEWARK,72,N,Y,N,1726883.0599999998,TW,2026-03,2026,1,5,False
EXP-101177,2025-07-31,2025-07-31 20:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"456 Industrial Zone, Riyadh, SA",8803.30.0030,3A001,DE,US,383,4653.3,LICENSE,Y,SEATTLE,20,N,Y,Y,1782213.9,SA,2025-07,2025,3,3,False
EXP-101178,2025-10-04,2025-10-07 14:00:00,US-AerospaceParts,EURO MEDICAL SOLUTIONS,"678 Commerce Street, Mexico City, MX",8517.62.0010,EAR99,KR,KR,300,2948.41,EXCEPTION,Y,MIAMI,86,N,N,N,884523.0,MX,2025-10,2025,4,5,False
EXP-101179,2025-09-19,2025-09-21 01:00:00,US-MedicalDevices,ATLANTIC DISTRIBUTORS,"123 Corporate Blvd, Dublin, IE",8803.30.0030,5A002,IE,US,50,1509.97,LICENSE,Y,CHICAGO O'HARE,49,Y,Y,N,75498.5,IE,2025-09,2025,3,4,False
EXP-101180,2026-04-26,2026-04-26 23:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"678 Commerce Street, Mexico City, MX",8803.30.0030,3A001,US,US,474,3888.34,NLR,Y,MIAMI,23,N,Y,N,1843073.16,MX,2026-04,2026,2,6,False
EXP-101181,2026-02-01,2026-02-02 15:00:00,US-ConsumerElectronics,AL-KHOBAR DISTRIBUTORS,"321 Avenue de la Gare, Brussels, BE",8517.62.0010,EAR99,SG,US,369,860.74,LICENSE,Y,SEATTLE,39,N,Y,N,317613.06,BE,2026-02,2026,1,6,False
EXP-101182,2026-06-18,2026-06-19 00:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"890 Technology Hub, Taipei, TW",8708.29.5060,3A001,US,US,183,484.0,LICENSE,Y,SEATTLE,24,N,Y,N,88572.0,TW,2026-06,2026,2,3,False
EXP-101183,2025-07-23,2025-07-26 07:00:00,US-AerospaceParts,PACIFIC TRADING GROUP,"890 Technology Hub, Taipei, TW",8708.29.5060,5A002,US,US,247,2598.47,LICENSE,Y,NEWARK,79,Y,Y,N,641822.09,TW,2025-07,2025,3,2,False
EXP-101184,2025-11-11,2025-11-13 18:00:00,US-MedicalDevices,ASIA TECH IMPORTS,"234 Innovation Drive, Bangalore, IN",8517.62.0010,EAR99,MX,US,88,3237.21,LICENSE,Y,HOUSTON,66,N,N,N,284874.48,IN,2025-11,2025,4,1,False
EXP-101185,2026-07-05,2026-07-07 01:00:00,US-ConsumerElectronics,ATLANTIC DISTRIBUTORS,"890 Technology Hub, Taipei, TW",8542.31.0000,5A002,KR,US,138,4176.64,NLR,Y,SEATTLE,49,N,Y,N,576376.3200000001,TW,2026-07,2026,3,6,False
EXP-101186,2026-03-14,2026-03-16 15:00:00,US-MedicalDevices,ATLANTIC DISTRIBUTORS,"789 Haidian District, Beijing, CN",3004.90.9203,EAR99,MX,US,38,4776.51,LICENSE,Y,LOS ANGELES,63,Y,Y,N,181507.38,CN,2026-03,2026,1,5,False
EXP-101187,2026-01-01,2026-01-02 13:00:00,US-Pharmaceuticals,AL-KHOBAR DISTRIBUTORS,"321 Avenue de la Gare, Brussels, BE",8471.30.0100,EAR99,MX,TW,49,4367.96,NLR,Y,SEATTLE,37,N,Y,Y,214030.04,BE,2026-01,2026,1,3,False
EXP-101188,2026-01-04,2026-01-07 11:00:00,US-AerospaceParts,ATLANTIC DISTRIBUTORS,"890 Technology Hub, Taipei, TW",9022.14.0000,5A001,JP,US,72,4943.61,LICENSE,Y,MIAMI,83,Y,Y,N,355939.92,TW,2026-01,2026,1,6,False
EXP-101189,2025-12-05,2025-12-06 09:00:00,US-AerospaceParts,ASIA TECH IMPORTS,"567 Business Park, Singapore, SG",9030.90.0000,5A002,TW,KR,258,2383.74,EXCEPTION,Y,SEATTLE,33,N,Y,N,615004.9199999999,SG,2025-12,2025,4,4,False
EXP-101190,2025-07-31,2025-08-02 14:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"567 Business Park, Singapore, SG",8542.31.0000,5A002,DE,KR,44,1589.52,NLR,Y,NEW YORK,62,N,Y,N,69938.88,SG,2025-07,2025,3,3,False
EXP-101191,2026-01-02,2026-01-04 15:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"678 Commerce Street, Mexico City, MX",8803.30.0030,EAR99,US,US,291,2303.93,NLR,N,NEW YORK,63,N,Y,Y,670443.63,MX,2026-01,2026,1,4,False
EXP-101192,2026-01-20,2026-01-22 15:00:00,US-Pharmaceuticals,POLY TECHNOLOGIES,"321 Avenue de la Gare, Brussels, BE",9030.90.0000,5A002,CN,US,116,3224.21,EXCEPTION,Y,NEWARK,63,N,Y,N,374008.36,BE,2026-01,2026,1,1,False
EXP-101193,2026-06-15,2026-06-15 19:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"890 Technology Hub, Taipei, TW",9030.90.0000,EAR99,KR,US,149,2541.21,EXCEPTION,Y,CHICAGO O'HARE,19,N,Y,Y,378640.29,TW,2026-06,2026,2,0,False
EXP-101194,2025-12-14,2025-12-16 00:00:00,US-ConsumerElectronics,PACIFIC TRADING GROUP,"234 Innovation Drive, Bangalore, IN",8517.62.0010,3A001,CN,JP,313,3174.26,NLR,Y,NEWARK,48,Y,Y,N,993543.38,IN,2025-12,2025,4,6,False
EXP-101195,2025-12-30,2026-01-01 03:00:00,US-AerospaceParts,ATLANTIC DISTRIBUTORS,"456 Industrial Zone, Riyadh, SA",9018.90.7500,5A001,US,JP,347,4434.75,NLR,Y,SEATTLE,51,Y,Y,N,1538858.25,SA,2025-12,2025,4,1,False
EXP-101196,2026-04-17,2026-04-19 08:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"234 Innovation Drive, Bangalore, IN",3004.90.9203,5A001,KR,US,279,837.4,NLR,Y,SEATTLE,56,Y,Y,Y,233634.6,IN,2026-04,2026,2,4,False
